name,lat,lon
TAMAN DAMAI INTERIM PARK,1.3288479398294026,103.72378994034179
SEA BREEZE AVENUE PARK,1.338658385678849,103.95218941757773
LABRADOR VILLA PARK,1.2705289663752786,103.80090881679139
CHOA CHU KANG WAY PARK (PD WORKSITE),1.404775891590995,103.74582829087635
CHINESE GARDENS,1.3385945958962986,103.72982688801933
THE INGLEWOOD PG,1.3610744597438502,103.8300516835762
TEACHER'S ESTATE PARK,1.3847478642168611,103.83299103430383
KING'S RD PARK,1.3168886174972017,103.8048970870775
CHOA CHU KANG PK,1.3868788943205375,103.74719419176785
SOO CHOW WALK PG,1.3536471358300504,103.83202835279195
MOUNT FABER PARK,1.270551508736986,103.81933003105215
